Year,Month,Monthly_Anomaly,Monthly_Uncertainty,Annual_Anomaly,Annual_Uncertainty,FiveYear_Anomaly,FiveYear_Uncertainty,TenYear_Anomaly,TenYear_Uncertainty,TwentyYear_Anomaly,TwentyYear_Uncertainty
1947,10,0.107,0.129,-0.022,0.087,-0.04,0.059,-0.003,0.049,-0.007,0.041
1947,11,0.02,0.121,-0.015,0.087,-0.04,0.059,-0.005,0.049,-0.006,0.041
1947,12,-0.052,0.127,-0.011,0.088,-0.041,0.06,-0.005,0.049,-0.005,0.041
1948,1,0.128,0.116,-0.013,0.088,-0.041,0.06,-0.004,0.049,-0.004,0.041
1948,2,-0.107,0.116,-0.008,0.089,-0.047,0.061,-0.003,0.049,-0.003,0.041
1948,3,-0.164,0.127,-0.01,0.088,-0.051,0.061,-0.001,0.049,-0.003,0.041
1948,4,-0.008,0.125,-0.019,0.088,-0.056,0.061,0.0,0.049,-0.003,0.041
1948,5,0.063,0.135,-0.029,0.089,-0.062,0.061,0.001,0.049,-0.002,0.041
1948,6,0.05,0.124,-0.038,0.089,-0.063,0.061,0.004,0.049,-0.002,0.041
1948,7,-0.051,0.14,-0.035,0.088,-0.068,0.061,0.005,0.049,-0.001,0.041
1948,8,-0.012,0.135,-0.037,0.087,-0.074,0.061,0.006,0.049,-0.001,0.041
1948,9,-0.08,0.125,-0.033,0.085,-0.078,0.061,0.007,0.049,-0.002,0.041
1948,10,-0.004,0.123,-0.032,0.083,-0.082,0.061,0.006,0.049,-0.002,0.041
1948,11,-0.099,0.129,-0.041,0.082,-0.08,0.061,0.004,0.049,-0.002,0.041
1948,12,-0.166,0.126,-0.064,0.08,-0.076,0.061,0.004,0.049,-0.0,0.041
1949,1,0.169,0.102,-0.074,0.079,-0.074,0.06,-0.0,0.049,-0.0,0.041
1949,2,-0.132,0.103,-0.082,0.078,-0.069,0.06,-0.002,0.049,0.0,0.041
1949,3,-0.118,0.102,-0.087,0.077,-0.066,0.06,-0.004,0.049,0.002,0.041
1949,4,0.007,0.108,-0.089,0.075,-0.064,0.059,-0.006,0.05,0.003,0.041
1949,5,-0.046,0.118,-0.087,0.073,-0.063,0.059,-0.008,0.05,0.003,0.042
1949,6,-0.227,0.109,-0.082,0.072,-0.055,0.059,-0.009,0.05,0.003,0.042
1949,7,-0.169,0.12,-0.117,0.071,-0.052,0.058,-0.011,0.05,0.003,0.042
1949,8,-0.108,0.122,-0.127,0.07,-0.049,0.058,-0.014,0.05,0.003,0.042
1949,9,-0.147,0.11,-0.13,0.07,-0.052,0.058,-0.016,0.05,0.003,0.042
1949,10,-0.022,0.1,-0.147,0.07,-0.052,0.058,-0.017,0.05,0.003,0.042
1949,11,-0.078,0.099,-0.149,0.069,-0.051,0.057,-0.016,0.05,0.003,0.042
1949,12,-0.106,0.098,-0.133,0.069,-0.05,0.057,-0.018,0.05,0.002,0.041
1950,1,-0.246,0.095,-0.122,0.069,-0.049,0.057,-0.017,0.05,0.002,0.041
1950,2,-0.255,0.093,-0.126,0.069,-0.047,0.057,-0.017,0.05,0.002,0.041
1950,3,-0.159,0.089,-0.129,0.069,-0.044,0.056,-0.019,0.05,0.0,0.041
1950,4,-0.192,0.102,-0.14,0.069,-0.045,0.056,-0.022,0.051,-0.001,0.041
1950,5,-0.071,0.11,-0.163,0.068,-0.047,0.056,-0.023,0.051,-0.001,0.041
1950,6,-0.039,0.105,-0.168,0.068,-0.045,0.055,-0.024,0.051,-0.001,0.041
1950,7,-0.031,0.118,-0.165,0.067,-0.046,0.055,-0.025,0.051,-0.002,0.041
1950,8,-0.164,0.108,-0.171,0.067,-0.04,0.055,-0.027,0.051,-0.002,0.041
1950,9,-0.181,0.102,-0.173,0.067,-0.035,0.054,-0.029,0.051,-0.002,0.041
1950,10,-0.155,0.101,-0.164,0.067,-0.031,0.054,-0.031,0.051,-0.002,0.041
1950,11,-0.354,0.091,-0.154,0.067,-0.03,0.054,-0.032,0.051,-0.002,0.041
1950,12,-0.157,0.093,-0.146,0.066,-0.028,0.053,-0.033,0.051,-0.002,0.041
1951,1,-0.208,0.089,-0.138,0.066,-0.025,0.053,-0.035,0.051,-0.002,0.041
1951,2,-0.328,0.087,-0.112,0.065,-0.023,0.053,-0.037,0.051,-0.001,0.041
1951,3,-0.182,0.093,-0.088,0.065,-0.021,0.053,-0.039,0.051,-0.001,0.041
1951,4,-0.085,0.097,-0.064,0.064,-0.019,0.052,-0.042,0.051,-0.0,0.041
1951,5,0.05,0.108,-0.032,0.064,-0.019,0.052,-0.044,0.05,0.0,0.041
1951,6,0.048,0.102,0.002,0.064,-0.014,0.051,-0.044,0.05,0.0,0.041
1951,7,0.065,0.105,0.038,0.064,-0.019,0.051,-0.045,0.05,-0.0,0.04
1951,8,0.157,0.11,0.081,0.064,-0.018,0.051,-0.046,0.05,-0.0,0.04
1951,9,0.097,0.103,0.091,0.064,-0.017,0.051,-0.047,0.05,0.0,0.04
1951,10,0.135,0.093,0.105,0.064,-0.018,0.051,-0.049,0.049,-0.001,0.04
1951,11,0.031,0.088,0.104,0.065,-0.019,0.051,-0.05,0.049,-0.001,0.04
1951,12,0.253,0.088,0.103,0.065,-0.017,0.051,-0.049,0.049,-0.002,0.04
1952,1,0.228,0.092,0.104,0.066,-0.017,0.051,-0.049,0.048,-0.002,0.04
1952,2,0.189,0.089,0.096,0.066,-0.016,0.05,-0.05,0.048,-0.002,0.04
1952,3,-0.061,0.096,0.093,0.066,-0.015,0.05,-0.051,0.048,-0.001,0.04
1952,4,0.077,0.102,0.087,0.066,-0.015,0.05,-0.052,0.048,-0.001,0.04
1952,5,0.039,0.118,0.075,0.067,-0.012,0.05,-0.051,0.047,-0.002,0.04
1952,6,0.036,0.106,0.059,0.067,-0.012,0.05,-0.049,0.047,-0.002,0.04
1952,7,0.073,0.12,0.05,0.067,-0.005,0.05,-0.049,0.047,-0.002,0.04
1952,8,0.061,0.118,0.051,0.067,-0.002,0.05,-0.047,0.047,-0.002,0.04
1952,9,0.07,0.105,0.068,0.067,-0.004,0.05,-0.045,0.046,-0.001,0.039
1952,10,0.055,0.096,0.08,0.067,-0.003,0.049,-0.046,0.046,-0.001,0.039
1952,11,-0.11,0.097,0.09,0.067,-0.006,0.049,-0.045,0.046,-0.001,0.039
1952,12,0.064,0.095,0.102,0.067,-0.007,0.049,-0.043,0.046,-0.002,0.039
1953,1,0.114,0.089,0.103,0.067,-0.01,0.049,-0.041,0.045,-0.001,0.039
1953,2,0.205,0.092,0.107,0.067,-0.007,0.049,-0.038,0.045,-0.001,0.039
1953,3,0.137,0.094,0.108,0.066,-0.007,0.049,-0.036,0.045,-0.001,0.039
1953,4,0.228,0.103,0.11,0.066,-0.005,0.048,-0.035,0.044,-0.001,0.039
1953,5,0.158,0.116,0.113,0.066,-0.003,0.048,-0.035,0.044,-0.002,0.039
1953,6,0.173,0.106,0.119,0.066,-0.003,0.048,-0.036,0.044,-0.001,0.039
1953,7,0.095,0.119,0.097,0.066,-0.002,0.048,-0.035,0.044,-0.001,0.039
1953,8,0.107,0.119,0.077,0.066,0.001,0.048,-0.035,0.043,-0.0,0.039
1953,9,0.082,0.105,0.061,0.066,0.0,0.048,-0.035,0.043,0.001,0.039
1953,10,0.081,0.097,0.035,0.066,-0.002,0.047,-0.034,0.043,0.001,0.039
1953,11,-0.076,0.092,0.011,0.066,-0.008,0.047,-0.033,0.043,0.001,0.039
1953,12,0.129,0.099,-0.01,0.066,-0.012,0.047,-0.031,0.042,0.0,0.039
1954,1,-0.148,0.088,-0.03,0.066,-0.016,0.047,-0.031,0.042,-0.001,0.039
1954,2,-0.033,0.094,-0.046,0.065,-0.024,0.047,-0.029,0.042,-0.002,0.039
1954,3,-0.054,0.094,-0.06,0.065,-0.029,0.047,-0.027,0.042,-0.003,0.039
1954,4,-0.08,0.105,-0.065,0.065,-0.035,0.046,-0.026,0.042,-0.005,0.039
1954,5,-0.135,0.11,-0.053,0.065,-0.038,0.046,-0.025,0.042,-0.006,0.039
1954,6,-0.082,0.098,-0.074,0.066,-0.043,0.046,-0.023,0.042,-0.007,0.039
1954,7,-0.136,0.107,-0.046,0.066,-0.047,0.046,-0.021,0.041,-0.008,0.039
1954,8,-0.089,0.104,-0.049,0.065,-0.051,0.045,-0.02,0.041,-0.01,0.039
1954,9,-0.085,0.101,-0.067,0.065,-0.051,0.045,-0.019,0.041,-0.012,0.039
1954,10,0.018,0.096,-0.074,0.065,-0.051,0.045,-0.019,0.041,-0.014,0.039
1954,11,0.071,0.096,-0.08,0.064,-0.05,0.045,-0.019,0.041,-0.015,0.039
1954,12,-0.12,0.102,-0.085,0.064,-0.048,0.045,-0.018,0.041,-0.016,0.038
1955,1,0.185,0.089,-0.088,0.064,-0.048,0.045,-0.016,0.041,-0.016,0.038
1955,2,-0.077,0.086,-0.08,0.064,-0.047,0.045,-0.013,0.04,-0.016,0.038
1955,3,-0.261,0.082,-0.088,0.064,-0.047,0.045,-0.014,0.04,-0.017,0.038
1955,4,-0.169,0.091,-0.094,0.063,-0.046,0.045,-0.013,0.04,-0.018,0.038
1955,5,-0.208,0.094,-0.116,0.063,-0.043,0.044,-0.014,0.04,-0.018,0.038
1955,6,-0.144,0.094,-0.124,0.061,-0.04,0.044,-0.014,0.04,-0.019,0.039
1955,7,-0.17,0.101,-0.148,0.061,-0.036,0.044,-0.013,0.04,-0.02,0.039
1955,8,0.011,0.099,-0.157,0.06,-0.035,0.044,-0.011,0.04,-0.021,0.039
1955,9,-0.18,0.089,-0.152,0.06,-0.036,0.044,-0.009,0.039,-0.022,0.039
1955,10,-0.054,0.087,-0.159,0.059,-0.038,0.043,-0.008,0.039,-0.022,0.039
1955,11,-0.194,0.083,-0.165,0.058,-0.04,0.043,-0.005,0.039,-0.023,0.039
1955,12,-0.21,0.078,-0.171,0.058,-0.044,0.043,-0.003,0.039,-0.022,0.039
1956,1,-0.105,0.075,-0.171,0.057,-0.044,0.043,0.0,0.039,-0.023,0.038
1956,2,-0.185,0.081,-0.195,0.057,-0.047,0.043,0.005,0.039,-0.023,0.038
1956,3,-0.206,0.071,-0.2,0.056,-0.049,0.043,0.008,0.039,-0.023,0.038
1956,4,-0.249,0.076,-0.213,0.056,-0.05,0.043,0.01,0.038,-0.024,0.038
1956,5,-0.279,0.092,-0.209,0.055,-0.047,0.042,0.011,0.038,-0.024,0.038
1956,6,-0.22,0.086,-0.194,0.054,-0.047,0.042,0.011,0.038,-0.023,0.038
1956,7,-0.165,0.09,-0.19,0.054,-0.043,0.042,0.011,0.038,-0.023,0.038
1956,8,-0.288,0.083,-0.175,0.054,-0.041,0.042,0.01,0.038,-0.022,0.038
1956,9,-0.232,0.074,-0.163,0.055,-0.037,0.042,0.009,0.038,-0.022,0.038
1956,10,-0.211,0.075,-0.139,0.055,-0.034,0.041,0.008,0.038,-0.023,0.037
1956,11,-0.149,0.069,-0.109,0.055,-0.031,0.041,0.008,0.038,-0.023,0.037
1956,12,-0.029,0.077,-0.074,0.056,-0.028,0.041,0.005,0.038,-0.022,0.037
1957,1,-0.053,0.077,-0.056,0.057,-0.026,0.041,0.004,0.037,-0.022,0.037
1957,2,-0.005,0.072,-0.019,0.057,-0.024,0.041,0.004,0.037,-0.023,0.037
1957,3,-0.064,0.069,0.006,0.059,-0.023,0.041,0.006,0.037,-0.023,0.037
1957,4,0.031,0.088,0.029,0.062,-0.024,0.041,0.006,0.037,-0.023,0.037
1957,5,0.092,0.085,0.05,0.063,-0.027,0.041,0.005,0.037,-0.023,0.036
1957,6,0.192,0.09,0.072,0.063,-0.024,0.04,0.004,0.037,-0.023,0.036
1957,7,0.05,0.097,0.105,0.062,-0.027,0.04,0.003,0.037,-0.023,0.036
1957,8,0.155,0.091,0.127,0.062,-0.023,0.04,0.002,0.037,-0.023,0.036
1957,9,0.068,0.128,0.141,0.062,-0.024,0.04,0.001,0.036,-0.023,0.036
1957,10,0.071,0.099,0.146,0.06,-0.023,0.04,0.001,0.036,-0.023,0.036
1957,11,0.106,0.082,0.145,0.06,-0.022,0.039,0.002,0.036,-0.023,0.035
1957,12,0.234,0.077,0.123,0.059,-0.02,0.039,0.002,0.036,-0.023,0.035
1958,1,0.342,0.069,0.123,0.058,-0.017,0.039,0.001,0.036,-0.024,0.035
1958,2,0.257,0.077,0.106,0.057,-0.016,0.039,0.001,0.036,-0.024,0.035
1958,3,0.105,0.072,0.096,0.057,-0.012,0.039,-0.001,0.036,-0.023,0.035
1958,4,0.088,0.073,0.095,0.057,-0.01,0.039,-0.003,0.036,-0.023,0.035
1958,5,0.078,0.086,0.094,0.056,-0.008,0.038,-0.005,0.035,-0.024,0.034
1958,6,-0.069,0.079,0.083,0.055,-0.002,0.038,-0.006,0.035,-0.024,0.034
1958,7,0.045,0.099,0.063,0.055,0.002,0.038,-0.006,0.035,-0.024,0.034
1958,8,-0.05,0.079,0.047,0.054,0.009,0.038,-0.006,0.035,-0.025,0.034
1958,9,-0.043,0.079,0.053,0.053,0.016,0.038,-0.005,0.035,-0.025,0.034
1958,10,0.055,0.076,0.058,0.054,0.022,0.038,-0.004,0.035,-0.025,0.033
1958,11,0.09,0.073,0.054,0.053,0.029,0.038,-0.002,0.035,-0.024,0.033
1958,12,0.104,0.073,0.065,0.053,0.035,0.038,-0.003,0.035,-0.023,0.033
1959,1,0.105,0.067,0.065,0.052,0.038,0.038,-0.001,0.035,-0.024,0.033
1959,2,0.071,0.059,0.069,0.052,0.043,0.037,-0.001,0.035,-0.024,0.033
1959,3,0.172,0.082,0.07,0.052,0.047,0.037,-0.002,0.035,-0.023,0.033
1959,4,0.146,0.072,0.065,0.052,0.051,0.037,-0.004,0.034,-0.022,0.033
1959,5,0.033,0.074,0.047,0.052,0.054,0.037,-0.005,0.034,-0.021,0.032
1959,6,0.063,0.078,0.04,0.052,0.053,0.037,-0.005,0.034,-0.019,0.032
1959,7,0.04,0.08,0.033,0.052,0.056,0.037,-0.005,0.034,-0.019,0.032
1959,8,0.006,0.071,0.041,0.052,0.059,0.037,-0.006,0.034,-0.018,0.032
1959,9,-0.039,0.077,0.002,0.052,0.062,0.036,-0.008,0.034,-0.017,0.032
1959,10,-0.004,0.076,-0.02,0.051,0.062,0.036,-0.01,0.034,-0.017,0.032
1959,11,-0.125,0.07,-0.035,0.051,0.06,0.036,-0.013,0.034,-0.016,0.032
1959,12,0.02,0.068,-0.041,0.051,0.056,0.036,-0.013,0.034,-0.015,0.031
1960,1,0.022,0.063,-0.044,0.051,0.055,0.036,-0.015,0.033,-0.013,0.031
1960,2,0.163,0.073,-0.039,0.051,0.051,0.036,-0.015,0.033,-0.011,0.031
1960,3,-0.297,0.066,-0.031,0.051,0.049,0.036,-0.014,0.033,-0.01,0.031
1960,4,-0.112,0.066,-0.026,0.05,0.048,0.036,-0.014,0.033,-0.008,0.031
1960,5,-0.148,0.081,-0.024,0.05,0.047,0.036,-0.014,0.033,-0.008,0.031
1960,6,-0.014,0.082,-0.01,0.051,0.043,0.036,-0.013,0.033,-0.008,0.031
1960,7,0.011,0.074,-0.001,0.05,0.038,0.036,-0.014,0.033,-0.008,0.031
1960,8,0.061,0.075,0.006,0.049,0.038,0.036,-0.015,0.033,-0.008,0.031
1960,9,0.063,0.072,0.045,0.049,0.035,0.036,-0.014,0.033,-0.007,0.03
1960,10,0.056,0.072,0.067,0.049,0.032,0.036,-0.014,0.033,-0.006,0.03
1960,11,-0.103,0.065,0.091,0.049,0.03,0.036,-0.013,0.033,-0.005,0.03
1960,12,0.187,0.066,0.103,0.049,0.031,0.036,-0.011,0.033,-0.004,0.03
1961,1,0.129,0.064,0.103,0.05,0.031,0.036,-0.011,0.032,-0.003,0.03
1961,2,0.252,0.057,0.1,0.05,0.035,0.036,-0.009,0.032,-0.002,0.03
1961,3,0.161,0.064,0.095,0.049,0.039,0.036,-0.007,0.032,-0.002,0.03
1961,4,0.161,0.076,0.09,0.05,0.041,0.036,-0.006,0.032,-0.002,0.03
1961,5,0.142,0.076,0.101,0.049,0.042,0.036,-0.004,0.032,-0.003,0.03
1961,6,0.121,0.082,0.081,0.049,0.042,0.036,-0.002,0.032,-0.004,0.029
1961,7,0.016,0.082,0.08,0.049,0.041,0.036,-0.001,0.032,-0.005,0.029
1961,8,0.028,0.08,0.075,0.049,0.039,0.036,0.001,0.032,-0.006,0.029
1961,9,-0.007,0.07,0.069,0.049,0.033,0.036,0.003,0.032,-0.007,0.029
1961,10,0.004,0.075,0.061,0.05,0.026,0.036,0.004,0.032,-0.008,0.029
1961,11,0.031,0.058,0.044,0.049,0.022,0.036,0.005,0.032,-0.008,0.029
1961,12,-0.056,0.062,0.032,0.05,0.019,0.035,0.005,0.032,-0.009,0.029
1962,1,0.118,0.058,0.028,0.05,0.016,0.036,0.005,0.032,-0.011,0.029
1962,2,0.189,0.056,0.02,0.05,0.011,0.036,0.004,0.032,-0.013,0.029
1962,3,0.085,0.067,0.015,0.051,0.007,0.036,0.005,0.032,-0.012,0.029
1962,4,0.067,0.077,0.016,0.052,0.003,0.035,0.005,0.032,-0.013,0.028
1962,5,-0.065,0.072,0.015,0.053,0.001,0.035,0.005,0.032,-0.013,0.028
1962,6,-0.018,0.093,0.022,0.053,-0.002,0.035,0.003,0.031,-0.013,0.028
1962,7,-0.027,0.075,0.017,0.053,-0.003,0.035,0.003,0.031,-0.013,0.028
1962,8,-0.066,0.072,0.019,0.053,-0.007,0.035,0.001,0.031,-0.013,0.028
1962,9,-0.07,0.092,0.005,0.053,-0.005,0.035,-0.0,0.031,-0.014,0.028
1962,10,0.019,0.08,-0.006,0.051,-0.006,0.035,-0.0,0.031,-0.014,0.028
1962,11,0.01,0.064,-0.006,0.052,-0.005,0.036,-0.001,0.031,-0.013,0.028
1962,12,0.034,0.065,-0.005,0.051,-0.007,0.036,-0.003,0.031,-0.012,0.028
1963,1,0.055,0.061,0.005,0.051,-0.011,0.036,-0.007,0.031,-0.012,0.027
1963,2,0.215,0.055,0.025,0.051,-0.013,0.036,-0.01,0.031,-0.011,0.027
1963,3,-0.084,0.064,0.044,0.052,-0.017,0.036,-0.01,0.031,-0.011,0.027
1963,4,-0.069,0.073,0.059,0.052,-0.018,0.036,-0.011,0.031,-0.011,0.027
1963,5,-0.066,0.084,0.072,0.053,-0.018,0.036,-0.013,0.031,-0.011,0.027
1963,6,-0.002,0.076,0.076,0.053,-0.021,0.036,-0.012,0.031,-0.011,0.027
1963,7,0.095,0.082,0.076,0.054,-0.024,0.036,-0.013,0.031,-0.011,0.027
1963,8,0.177,0.081,0.052,0.054,-0.028,0.036,-0.014,0.031,-0.012,0.027
1963,9,0.154,0.088,0.043,0.054,-0.03,0.036,-0.015,0.031,-0.012,0.027
1963,10,0.195,0.08,0.03,0.054,-0.034,0.036,-0.015,0.031,-0.012,0.026
1963,11,0.17,0.076,0.015,0.054,-0.038,0.036,-0.015,0.031,-0.012,0.026
1963,12,0.078,0.065,0.007,0.054,-0.04,0.036,-0.016,0.031,-0.013,0.026
1964,1,0.06,0.062,-0.015,0.053,-0.039,0.036,-0.017,0.03,-0.013,0.026
1964,2,-0.075,0.061,-0.05,0.053,-0.041,0.036,-0.018,0.03,-0.014,0.026
1964,3,-0.193,0.064,-0.09,0.051,-0.041,0.036,-0.018,0.03,-0.015,0.026
1964,4,-0.224,0.066,-0.126,0.051,-0.043,0.036,-0.018,0.03,-0.015,0.026
1964,5,-0.244,0.076,-0.157,0.05,-0.044,0.036,-0.016,0.03,-0.015,0.026
1964,6,-0.097,0.072,-0.181,0.05,-0.044,0.036,-0.015,0.03,-0.015,0.026
1964,7,-0.169,0.078,-0.186,0.049,-0.046,0.036,-0.016,0.03,-0.015,0.026
1964,8,-0.244,0.084,-0.189,0.05,-0.051,0.036,-0.016,0.03,-0.015,0.025
1964,9,-0.324,0.063,-0.185,0.05,-0.052,0.036,-0.015,0.03,-0.015,0.025
1964,10,-0.236,0.074,-0.181,0.05,-0.053,0.036,-0.015,0.03,-0.015,0.025
1964,11,-0.204,0.061,-0.17,0.051,-0.049,0.036,-0.013,0.03,-0.016,0.025
1964,12,-0.212,0.063,-0.173,0.052,-0.05,0.036,-0.011,0.03,-0.016,0.025
1965,1,0.003,0.065,-0.176,0.051,-0.049,0.036,-0.01,0.03,-0.016,0.025
1965,2,-0.109,0.061,-0.163,0.051,-0.049,0.036,-0.009,0.03,-0.016,0.025
1965,3,-0.147,0.066,-0.15,0.051,-0.049,0.036,-0.006,0.029,-0.014,0.025
1965,4,-0.182,0.07,-0.13,0.051,-0.048,0.035,-0.004,0.029,-0.013,0.025
1965,5,-0.109,0.089,-0.123,0.051,-0.049,0.035,-0.002,0.029,-0.012,0.025
1965,6,-0.132,0.105,-0.102,0.051,-0.049,0.035,-0.002,0.029,-0.012,0.025
1965,7,-0.21,0.076,-0.106,0.051,-0.053,0.035,-0.003,0.029,-0.012,0.024
1965,8,-0.082,0.073,-0.096,0.051,-0.058,0.035,-0.004,0.029,-0.013,0.024
1965,9,-0.168,0.074,-0.083,0.051,-0.054,0.035,-0.005,0.029,-0.012,0.024
1965,10,0.003,0.078,-0.072,0.051,-0.053,0.035,-0.005,0.029,-0.013,0.024
1965,11,-0.118,0.068,-0.07,0.051,-0.055,0.035,-0.004,0.029,-0.013,0.024
1965,12,0.037,0.059,-0.06,0.051,-0.055,0.035,-0.006,0.029,-0.013,0.024
1966,1,-0.04,0.062,-0.038,0.05,-0.058,0.035,-0.006,0.029,-0.013,0.024
1966,2,0.003,0.061,-0.036,0.05,-0.063,0.034,-0.01,0.029,-0.013,0.024
1966,3,0.01,0.078,-0.025,0.05,-0.068,0.034,-0.012,0.029,-0.013,0.024
1966,4,-0.042,0.073,-0.032,0.05,-0.07,0.034,-0.014,0.029,-0.013,0.024
1966,5,-0.094,0.075,-0.026,0.05,-0.073,0.034,-0.017,0.029,-0.013,0.024
1966,6,-0.011,0.075,-0.034,0.051,-0.073,0.034,-0.019,0.029,-0.013,0.024
1966,7,0.054,0.079,-0.031,0.051,-0.075,0.033,-0.02,0.029,-0.013,0.024
1966,8,-0.059,0.075,-0.041,0.05,-0.074,0.033,-0.022,0.029,-0.012,0.024
1966,9,-0.037,0.067,-0.039,0.049,-0.069,0.033,-0.022,0.029,-0.012,0.024
1966,10,-0.078,0.065,-0.035,0.049,-0.061,0.033,-0.023,0.029,-0.012,0.024
1966,11,-0.04,0.065,-0.016,0.049,-0.054,0.033,-0.023,0.029,-0.012,0.024
1966,12,-0.059,0.072,-0.017,0.048,-0.05,0.033,-0.024,0.029,-0.011,0.024
1967,1,-0.006,0.053,-0.021,0.049,-0.048,0.033,-0.027,0.029,-0.01,0.024
1967,2,-0.115,0.06,-0.022,0.049,-0.043,0.032,-0.029,0.029,-0.01,0.024
1967,3,0.027,0.06,-0.025,0.049,-0.038,0.032,-0.03,0.029,-0.008,0.024
1967,4,0.004,0.066,-0.013,0.049,-0.033,0.032,-0.031,0.029,-0.008,0.023
1967,5,0.142,0.071,-0.011,0.049,-0.027,0.032,-0.03,0.029,-0.007,0.023
1967,6,-0.023,0.075,-0.006,0.048,-0.019,0.032,-0.03,0.028,-0.007,0.023
1967,7,0.004,0.084,-0.018,0.048,-0.016,0.032,-0.03,0.028,-0.007,0.023
1967,8,-0.069,0.074,-0.016,0.048,-0.011,0.032,-0.029,0.028,-0.008,0.023
1967,9,-0.077,0.068,-0.007,0.047,-0.007,0.032,-0.028,0.028,-0.008,0.023
1967,10,0.071,0.068,-0.009,0.047,-0.001,0.032,-0.028,0.028,-0.008,0.023
1967,11,-0.024,0.07,-0.032,0.047,0.001,0.031,-0.028,0.028,-0.008,0.023
1967,12,-0.002,0.064,-0.031,0.047,0.003,0.031,-0.027,0.028,-0.009,0.023
1968,1,-0.148,0.051,-0.041,0.047,0.005,0.031,-0.025,0.028,-0.01,0.023
1968,2,-0.087,0.054,-0.044,0.046,0.005,0.031,-0.024,0.028,-0.011,0.023
1968,3,0.14,0.058,-0.052,0.046,0.008,0.031,-0.021,0.028,-0.011,0.023
1968,4,-0.026,0.068,-0.051,0.047,0.008,0.031,-0.019,0.028,-0.011,0.023
1968,5,-0.135,0.071,-0.048,0.046,0.01,0.031,-0.017,0.028,-0.011,0.023
1968,6,-0.011,0.077,-0.044,0.046,0.009,0.031,-0.015,0.028,-0.011,0.023
1968,7,-0.116,0.074,-0.033,0.045,0.011,0.03,-0.016,0.027,-0.011,0.022
1968,8,-0.103,0.064,-0.03,0.045,0.009,0.03,-0.017,0.027,-0.012,0.022
1968,9,-0.179,0.073,-0.032,0.046,0.005,0.03,-0.019,0.027,-0.012,0.022
1968,10,0.088,0.068,-0.01,0.046,0.005,0.03,-0.02,0.027,-0.013,0.022
1968,11,0.017,0.059,0.02,0.046,0.005,0.03,-0.022,0.027,-0.013,0.022
1968,12,0.043,0.059,0.031,0.046,0.002,0.03,-0.023,0.027,-0.013,0.022
1969,1,-0.024,0.046,0.038,0.046,-0.001,0.03,-0.025,0.027,-0.013,0.022
1969,2,-0.049,0.052,0.05,0.046,-0.003,0.03,-0.027,0.027,-0.013,0.022
1969,3,0.119,0.065,0.064,0.046,-0.004,0.03,-0.027,0.026,-0.014,0.022
1969,4,0.238,0.073,0.063,0.046,-0.004,0.03,-0.026,0.026,-0.014,0.022
1969,5,0.225,0.068,0.072,0.046,-0.003,0.03,-0.025,0.026,-0.014,0.022
1969,6,0.121,0.077,0.089,0.046,-0.003,0.03,-0.025,0.026,-0.014,0.022
1969,7,-0.036,0.072,0.106,0.046,-0.007,0.029,-0.025,0.026,-0.014,0.021
1969,8,0.042,0.062,0.13,0.046,-0.008,0.029,-0.023,0.026,-0.014,0.021
1969,9,-0.001,0.064,0.125,0.046,-0.009,0.029,-0.021,0.026,-0.013,0.021
1969,10,0.07,0.065,0.119,0.046,-0.009,0.029,-0.02,0.026,-0.012,0.021
1969,11,0.13,0.062,0.101,0.045,-0.011,0.029,-0.019,0.026,-0.011,0.021
1969,12,0.251,0.063,0.09,0.045,-0.01,0.029,-0.018,0.026,-0.009,0.021
1970,1,0.18,0.056,0.089,0.045,-0.011,0.029,-0.018,0.026,-0.008,0.021
1970,2,0.233,0.059,0.075,0.046,-0.008,0.029,-0.016,0.026,-0.007,0.021
1970,3,0.062,0.064,0.077,0.046,-0.008,0.029,-0.014,0.025,-0.005,0.021
1970,4,0.157,0.068,0.075,0.046,-0.008,0.029,-0.013,0.025,-0.004,0.02
1970,5,0.017,0.07,0.064,0.046,-0.007,0.029,-0.011,0.025,-0.002,0.02
1970,6,-0.013,0.075,0.041,0.045,-0.004,0.029,-0.01,0.025,-0.002,0.02
1970,7,-0.047,0.068,0.033,0.046,0.003,0.029,-0.009,0.025,-0.001,0.02
1970,8,-0.127,0.068,-0.0,0.046,0.01,0.029,-0.011,0.025,-0.0,0.02
1970,9,0.025,0.062,-0.02,0.045,0.012,0.029,-0.01,0.025,-0.0,0.02
1970,10,0.038,0.06,-0.039,0.045,0.016,0.029,-0.011,0.025,0.0,0.02
1970,11,0.004,0.061,-0.051,0.045,0.022,0.029,-0.012,0.025,0.001,0.02
1970,12,-0.023,0.057,-0.064,0.046,0.024,0.029,-0.014,0.025,0.001,0.02
1971,1,0.081,0.057,-0.072,0.046,0.026,0.029,-0.015,0.025,0.003,0.02
1971,2,-0.169,0.056,-0.072,0.046,0.028,0.028,-0.016,0.024,0.003,0.02
1971,3,-0.176,0.056,-0.083,0.046,0.03,0.028,-0.019,0.024,0.003,0.02
1971,4,-0.064,0.071,-0.093,0.046,0.029,0.028,-0.02,0.024,0.003,0.02
1971,5,-0.129,0.079,-0.094,0.046,0.029,0.028,-0.022,0.024,0.003,0.02
1971,6,-0.172,0.074,-0.098,0.046,0.028,0.028,-0.023,0.024,0.004,0.019
